id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
74240,0,3/22/13,World Vision,1183,World vision,37.00772596,-3.28086824,Upendo Primary School,0,Pangani,Ntuwe,Arusha,2,7,Meru,King'ori,350,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2012,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
7389,0,7/10/11,Hesawa,0,DWE,31.41671344,-1.2137322,none,0,Lake Victoria,Itara,Kagera,18,7,Misenyi,Kassambya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
48781,0,1/17/13,Grumeti,1329,GRUMETI,34.35969244,-1.97079732,Shule Ya Sekondari Rigicha,0,Lake Victoria,Biafra,Mara,20,2,Serengeti,Rigicha,680,FALSE,GeoData Consultants Ltd,,,,2004,afridev,afridev,handpump,unknown,unknown,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
73180,6,3/3/13,Ces(gmbh),1304,DWE,37.46844334,-3.33487995,Kwa Sambonanga,0,Pangani,Mandangeni,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,60,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11866,0,3/28/11,Danida,0,DANIDA,33.30132953,-8.97378542,Patric Mshane,0,Lake Rukwa,Iwe,Mbeya,12,2,Mbeya Rural,Iwindi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
32178,50,2/4/13,Norad,1826,Norad,31.6207576,-7.97306486,Kwa Kiota,0,Lake Tanganyika,Bombani,Rukwa,15,4,Sumbawanga Urban,Old Sumbawanga,3000,FALSE,GeoData Consultants Ltd,Other,Mradi wa maji wa chanj,TRUE,1982,gravity,gravity,gravity,other,other,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
59196,0,3/13/13,Danida,1417,DANIDA,34.9130347,-11.16678811,Zahanati,0,Lake Nyasa,Toronto,Ruvuma,10,3,Mbinga,Mpapa,56,,GeoData Consultants Ltd,VWC,Government,TRUE,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
36912,40,3/23/11,Unhcr,375,Handeni Trunk Main(,38.50613607,-5.59406451,Ofisini,39,Pangani,Mofi,Tanga,4,6,Handeni,Mgambo,22,TRUE,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,TRUE,2003,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
62854,0,1/31/13,Government Of Tanzania,-16,DWE,39.25342662,-8.58488888,Msikitini,0,Ruvuma / Southern Coast,Kibaoni,Lindi,80,13,Kilwa,Miteja,438,TRUE,GeoData Consultants Ltd,,,TRUE,1985,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
42168,0,11/8/12,Rwssp,0,WEDECO,34.57779263,-3.87274543,Majeshi,0,Internal,Nyalanja,Shinyanga,17,6,Meatu,Bukundi,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
12345,0,7/6/11,,0,,33.61460976,-9.21302434,Kilabuni,0,Lake Nyasa,Bulongo,Mbeya,12,4,Rungwe,Kyimo,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
24214,250,2/12/13,World Bank,1348,World Bank,30.01818566,-4.33214128,Biharu Primary,0,Lake Tanganyika,Rulemba,Kigoma,16,2,Kasulu,Munyegera,750,TRUE,GeoData Consultants Ltd,Water authority,Kabuye,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe
23095,0,2/14/13,Bffs,1461,BFFS,36.39534169,-5.31581852,Kwa Tipiingida,0,Wami / Ruvu,Iseki,Manyara,21,5,Kiteto,Partimbo,1,FALSE,GeoData Consultants Ltd,VWC,BFFS,FALSE,0,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other
18835,0,2/8/13,World Vision,0,World vision,33.50767085,-3.14725848,Bukigi Primary School,0,Lake Victoria,Bukigi,Shinyanga,17,2,Maswa,Malampaka,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
35736,0,9/3/13,Kanisa Katoliki Lolovoni,1572,DWE,36.71030813,-3.33850102,Kwa Loshilale Kalisian,0,Pangani,Ologelo,Arusha,2,2,Arusha Rural,Oltroto,150,TRUE,GeoData Consultants Ltd,Parastatal,Olikimo water project,TRUE,1998,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
23468,0,10/29/12,Hesawa,1224,Hesawa,34.16991034,-1.38610571,Kwa Nyanze,6,Lake Victoria,Nyasoko Chini,Mara,20,6,Rorya,Nyathorogo,258,,GeoData Consultants Ltd,VWC,Mradi wa maji vijini,FALSE,1994,submersible,submersible,submersible,vwc,user-group,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
56831,500,1/16/13,Dwe,1168,DWE,30.42233759,-4.27881893,Shuleni,0,Lake Tanganyika,Nyangwa,Kigoma,16,2,Kasulu,Kitagata,960,TRUE,GeoData Consultants Ltd,Water authority,,TRUE,1975,mono,mono,motorpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,communal standpipe multiple,communal standpipe
59081,25,1/16/13,,1587,,34.99025883,-4.65885538,Mbugani,0,Internal,Azimio,Singida,13,2,Singida Rural,Maghojea,1,TRUE,GeoData Consultants Ltd,VWC,M,,2000,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
6422,0,8/5/11,Hifab,0,Hesawa,33.3840927,-2.87480961,Malili,0,Lake Victoria,Malili,Mwanza,19,4,Kwimba,Nyambiti,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
44091,0,4/17/11,,0,,33.64740306,-8.76911308,Kwa Mzee Mwaitege,0,Rufiji,Ijawaya,Mbeya,12,7,Mbarali,Ruiwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
40719,500,2/9/13,Sema,1115,SEMA,34.26579029,-4.24896946,Ilyomo,0,Internal,Ilyomo,Singida,13,1,Iramba,Ntwike,321,TRUE,GeoData Consultants Ltd,WUA,,TRUE,2012,afridev,afridev,handpump,wua,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
157,0,10/16/12,Government Of Tanzania,0,Italian government,33.85064433,-3.11078966,Shuleni,0,Lake Victoria,Shimamu,Shinyanga,17,2,Maswa,Nyalikungu,0,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,0,mono,mono,motorpump,water authority,commercial,other,other,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe
11548,500,3/7/11,Ded,1817,DWE,34.67503416,-9.90770259,none,0,Lake Nyasa,Masita,Iringa,11,5,Ludewa,Ludende,123,TRUE,GeoData Consultants Ltd,VWC,DED,FALSE,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
73068,0,7/27/11,Government Of Tanzania,1255,RWE,33.01870321,-2.07905988,none,0,Lake Victoria,Bahati,Mwanza,19,1,Ukerewe,Mukituntu,300,TRUE,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,TRUE,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe
16782,0,7/26/11,Hesawa,0,DWE,33.05857283,-2.59576173,Kwa Lujina,0,Lake Victoria,Ilagaja,Mwanza,19,2,Magu,Kisesa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
73792,0,2/26/13,Danida,499,DANIDA,37.4556401,-10.96715792,Kwa Kambutu,0,Ruvuma / Southern Coast,Mnazimmoja,Ruvuma,10,1,Tunduru,Ligoma,1,FALSE,GeoData Consultants Ltd,VWC,Cheleweni Water Supply,FALSE,1990,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
61199,500,2/15/13,Village Council,1714,Village Council,37.95802138,-4.41749082,Ngalito B,0,Pangani,Mshewa,Kilimanjaro,3,3,Same,Bwambo,42,TRUE,GeoData Consultants Ltd,VWC,Mshewa Water Supply,TRUE,2012,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other
23708,0,2/18/13,Germany,969,DWE,35.42530851,-10.5717628,Kwa Esebiusi,0,Lake Nyasa,Mbuyura A,Ruvuma,10,2,Songea Rural,Maposeni,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa maposeni,TRUE,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
40576,0,10/22/12,Millenium,0,Mileniam,32.63569579,-5.09300386,Eneo La Ofisini,0,Lake Tanganyika,Ilolangulu,Tabora,14,3,Uyui,Ilolangulu,0,TRUE,GeoData Consultants Ltd,VWC,Ilolangulu water supply,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
48184,0,2/26/13,Netherlands,0,DWE,33.66855741,-2.95526349,Bahatinzuri,0,Lake Victoria,Madukani,Shinyanga,17,2,Maswa,Kadoto,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
31414,0,10/21/12,Watu Wa Ujerumani,1199,MTN,34.03649457,-1.14960365,Kwa Timon Dishoni Ngoya,0,Lake Victoria,Oboke,Mara,20,6,Rorya,Mkoma,250,TRUE,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,FALSE,1991,submersible,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe
15442,0,3/1/11,Kkkt,331,Local te,37.56963871,-6.2969958,Kanisani,0,Wami / Ruvu,Mwangaza,Morogoro,5,6,Mvomero,Hembeti,1,TRUE,GeoData Consultants Ltd,Trust,Borehole,TRUE,2009,india mark ii,india mark ii,handpump,trust,commercial,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
57112,0,12/3/11,Hw/rc,2174,HW/RC,34.5119971,-9.29627305,Aloice Msigwa,0,Lake Nyasa,Igelanga,Iringa,11,4,Njombe,Igosi,40,TRUE,GeoData Consultants Ltd,VWC,Igosi,TRUE,1998,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
10250,0,8/3/11,Government Of Tanzania,0,DWE,0,-2.00E-08,Mashaka,0,Lake Victoria,Nyamshiki,Mwanza,19,6,Geita,Busolwa,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
29343,0,10/11/12,Wateraid,0,Water Aid,32.17498185,-5.06375626,Enannueli,0,Lake Tanganyika,Mpigwa,Tabora,14,4,Urambo,Itundu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
50999,300,2/9/13,Isf,781,DWE,29.79139321,-5.32895719,Kwa Idd Fereza,0,Lake Tanganyika,Mikamba,Kigoma,16,3,Kigoma Rural,Sunuka,128,FALSE,GeoData Consultants Ltd,VWC,Sunuka water project,TRUE,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe multiple,communal standpipe
4157,0,2/12/13,Netherlands,0,DWE,33.52318407,-3.23658453,Kwa Joshoni,0,Lake Victoria,Nyashimba,Shinyanga,17,2,Maswa,Badi,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
19367,0,10/19/12,World Vision,0,Consulting Engineer,32.96968237,-4.12146274,Tungulu B,0,Internal,Tungulu,Tabora,14,1,Nzega,Kasela,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
36079,0,2/28/13,Government Of Tanzania,958,DWE,37.39519587,-3.329261,Kwa Rakashia Ringo,0,Pangani,Maembeni,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,1,FALSE,GeoData Consultants Ltd,VWC,Kidia kilemapunda,TRUE,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
39462,0,3/14/11,Mi,521,Mi,36.98829543,-7.40181307,Mkunguni,0,Rufiji,Mji Mpya,Morogoro,5,1,Kilosa,Mikumi,200,TRUE,GeoData Consultants Ltd,Company,Mi,TRUE,1998,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
66895,50,3/12/13,0,23,0,39.17497586,-6.97124038,Mabatini,0,Wami / Ruvu,Mtaa Wa Yangeyange,Dar es Salaam,7,2,Ilala,Msongola,150,TRUE,GeoData Consultants Ltd,WUA,M,FALSE,2000,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
43225,0,10/13/12,World Bank,0,Government,33.7788469,-3.32731642,Kwa Sahani,0,Internal,Ishima,Shinyanga,17,2,Maswa,Busilili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
10425,300,2/26/11,Dwe,-3,DWE,38.75967685,-7.88545223,Nyakasosa,0,Rufiji,Karakana,Pwani,60,53,Rufiji,Mkongo,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1974,mono,mono,motorpump,vwc,user-group,other,other,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
32004,50,2/12/13,Wsdp,1490,SHY BUILDERS,34.47117541,-4.42633676,Kituo Cha Afya,0,Internal,Jengalangulo,Singida,13,1,Iramba,Kyengege,195,TRUE,GeoData Consultants Ltd,WUA,Kyengege water supply,TRUE,2010,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
45661,0,1/25/13,,1676,,34.87628967,-4.89562908,Paroko,0,Internal,Siuyu,Singida,13,2,Singida Rural,Siuyu,1,TRUE,GeoData Consultants Ltd,VWC,U,,2010,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
28765,0,3/10/13,Lamp,1024,LAMP,35.75721495,-4.04443165,Migungani,0,Internal,Mawemairo A,Manyara,21,1,Babati,Magugu,325,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1993,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
49577,5000,2/26/11,Wsdp,111,Wachina,38.86032177,-6.78261175,Rashid Ally Mkamba,0,Wami / Ruvu,Vikuge,Pwani,6,2,Kibaha,Soga,20,TRUE,GeoData Consultants Ltd,Parastatal,upper Ruvu,TRUE,2010,mono,mono,motorpump,private operator,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
59233,0,10/7/11,Tasaf,0,DWE},33.9113068,-9.59610567,Secondary - Kajunjumele,0,Lake Nyasa,Iponjola,Mbeya,12,3,Kyela,Kajunjumele,0,TRUE,GeoData Consultants Ltd,VWC,no scheme,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
23074,0,10/19/12,Tltc,0,TLTC,32.52431223,-5.01436197,Twaha Said,0,Lake Tanganyika,Mbiti Juu,Tabora,14,3,Uyui,Mabama,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
16825,0,2/23/11,Government Of Tanzania,2011,Commu,34.17786419,-9.34220705,none,0,Lake Nyasa,Ikiligano,Iringa,11,3,Makete,Lupalilo,0,FALSE,GeoData Consultants Ltd,VWC,Lupali,FALSE,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
18916,0,1/18/13,Wfp,857,WFP,35.12404639,-5.87623432,Shule Ya Msingi,0,Internal,Chinyika,Singida,13,3,Manyoni,Maweni,450,FALSE,GeoData Consultants Ltd,,,FALSE,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
41563,0,3/27/11,Government Of Tanzania,289,DWE,36.89149344,-7.85536126,Mshikamano,0,Rufiji,Mwamaroba,Morogoro,5,3,Kilombero,Mang'ula,270,TRUE,GeoData Consultants Ltd,WUA,Mwaya Mn,TRUE,1981,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
45975,20,1/28/13,District Council,421,District water department,39.00600293,-10.24523451,Ngajua,0,Ruvuma / Southern Coast,Mshoka,Lindi,80,53,Ruangwa,Mnacho,150,TRUE,GeoData Consultants Ltd,VWC,Ng'au,TRUE,1974,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
48705,0,3/21/13,Government Of Tanzania,1421,DWE,36.74693518,-3.08257074,Shule Ya Msingi,0,Internal,Engutukoit,Arusha,2,2,Arusha Rural,Oldonyosambu,150,TRUE,GeoData Consultants Ltd,VWC,Losinoni pipe line,TRUE,2011,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
45887,250,1/27/13,Danida,1474,DANIDA,30.21525785,-4.33972891,Kwa Rutwe,0,Lake Tanganyika,Kitobo,Kigoma,16,2,Kasulu,Nyamnyusi,950,TRUE,GeoData Consultants Ltd,Water authority,Donge,TRUE,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe
43562,0,2/26/13,Care International,1596,Care international,34.61795066,-1.82036969,Ngarawani Primary School,0,Lake Victoria,Madukani,Mara,20,2,Serengeti,Nyamoko,525,,GeoData Consultants Ltd,Other,,TRUE,2011,gravity,gravity,gravity,other,other,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
41857,50,3/13/13,0,-63,0,39.37121958,-6.86615448,Kwa Kweka 2,0,Wami / Ruvu,Kwa Kweka 2,Dar es Salaam,7,3,Temeke,Mji Mwema,150,TRUE,GeoData Consultants Ltd,WUG,,FALSE,2000,mono,mono,motorpump,wug,user-group,pay per bucket,per bucket,salty,salty,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
14379,0,4/3/11,,0,,33.90817096,-9.29146019,Busikari,0,Lake Nyasa,Busikari,Mbeya,12,4,Rungwe,Lufilyo,0,TRUE,GeoData Consultants Ltd,Parastatal,K,,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
73922,0,2/14/13,Norad/ Kidep,1292,DWE,30.83476673,-3.65381732,Kwa Anthony,0,Lake Tanganyika,Nduta,Kigoma,16,1,Kibondo,Murungu,150,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1993,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
27654,30,2/28/11,Private,14,Priva,38.23686138,-7.76964387,Mvungi,0,Rufiji,Kwangwazi,Pwani,60,53,Rufiji,Mwaseni,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
1502,50,2/18/13,World Bank,1465,Government,36.46425126,-5.67182631,Mkoyo,0,Wami / Ruvu,Mkoyo,Manyara,21,5,Kiteto,Songambele,1,TRUE,GeoData Consultants Ltd,Water Board,Water Aid,TRUE,2005,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
33764,0,7/25/11,Concern,0,TWESA,30.45231113,-2.66404803,Mubayangala No 2,0,Lake Victoria,Nzaza B,Kagera,18,30,Ngara,Kabanga,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other
4538,500,3/20/11,World Bank,233,World,38.07045572,-6.77913885,Mdelani,0,Wami / Ruvu,Mabofi,Morogoro,5,2,Morogoro Rural,Ngerengere,300,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2000,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
68552,50,3/21/13,0,29,0,39.21797915,-6.97589143,Kwa Bega,0,Wami / Ruvu,Kiponza,Dar es Salaam,7,3,Temeke,Chamazi,250,TRUE,GeoData Consultants Ltd,SWC,,FALSE,2010,submersible,submersible,submersible,other - school,other,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
42322,0,7/29/11,Government Of Tanzania,1196,RWE,33.03147789,-2.01968265,College,0,Lake Victoria,Kabakara,Mwanza,19,1,Ukerewe,Murutunguru,610,FALSE,GeoData Consultants Ltd,Other,Murutunguru TTC Gravity System,TRUE,1982,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe multiple,communal standpipe
40956,0,10/26/12,Rwssp,0,DWE,32.27045802,-3.96312595,Umoja,0,Lake Tanganyika,Kabanga,Shinyanga,17,3,Kahama,Mpunze,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,other,other
30099,200,3/27/11,Dhv,262,DWE,36.89971805,-7.85640449,Mvulekati,0,Rufiji,General Tyre,Morogoro,5,3,Kilombero,Mang'ula,270,TRUE,GeoData Consultants Ltd,WUA,Mwaya Mn,TRUE,1998,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
25637,20,3/11/11,District Council,11,DWE,38.85138243,-5.70439706,Kwa Athumani Manyanga,0,Pangani,Makorora,Tanga,4,5,Pangani,Mkwaja,500,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
327,0,1/19/13,African Development Foundation,1207,AFRICAN DEVELOPMENT FOUNDATION,33.44058048,-2.10657917,Kwa Lugobe Gaenda,0,Lake Victoria,Shuleni,Mara,20,4,Bunda,Kibara,1800,FALSE,GeoData Consultants Ltd,WUG,,FALSE,1997,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
12417,0,7/29/11,Hesawa,0,HESAWA,30.59492552,-2.49531277,Murumeya,0,Lake Victoria,Nyakasozi,Kagera,18,30,Ngara,Ntobeye,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
29683,200,4/18/11,Cefa,1560,CEFA,35.17274055,-9.23679848,Kwa Esta Kinyamagoha,0,Rufiji,Lung'Angali,Iringa,11,4,Njombe,Lupembe,30,TRUE,GeoData Consultants Ltd,WUA,matembwe water supply schem,TRUE,1996,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
32046,0,1/21/13,Government Of Tanzania,59,DWE,39.11066122,-9.67021858,Ghalani,0,Ruvuma / Southern Coast,Nanjirinji B,Lindi,80,13,Kilwa,Nanjirinji,396,TRUE,GeoData Consultants Ltd,,,TRUE,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
50993,0,7/21/11,Concern World Wide,0,DWE,31.42286989,-2.77017835,Kasasa,0,Lake Tanganyika,Nyabunsungo,Kagera,18,4,Biharamulo,Runazi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
