index,status_group
45528,functional
17823,non functional
19434,non functional
32971,functional
33460,functional
60563,functional
68992,non functional
953,functional
73081,non functional
32876,functional
23250,non functional
35059,functional
25192,functional needs repair
14088,functional needs repair
20399,non functional
56444,functional
11003,non functional
68536,functional needs repair
59254,non functional
56017,non functional
57015,non functional
42926,functional
66599,functional
25365,non functional
47278,functional
16509,functional
40734,non functional
32547,functional
62015,functional
59085,functional
23993,functional
35503,functional
33748,non functional
33254,functional
70346,functional
55606,non functional
374,functional
45990,functional
55159,non functional
6773,functional
11837,functional
57921,functional
48263,non functional
70324,functional
11933,functional
53308,functional
44548,functional
23999,functional
51256,functional
37328,non functional
55325,functional
30935,non functional
452,functional
21486,functional
20429,functional
31263,functional
22581,non functional
68498,non functional
7414,non functional
47284,non functional
8719,functional
48568,non functional
14571,functional
56014,functional
10797,non functional
1906,non functional
30141,non functional
65894,functional
30166,non functional
2767,non functional
51211,functional
68387,functional
61783,non functional
69173,functional
69735,functional
41954,functional
71835,functional
72624,functional
40225,functional
36305,functional
17867,functional
179,functional needs repair
6442,functional
60372,non functional
3878,functional
37947,functional
22327,functional
17258,functional needs repair
43413,functional
3531,functional
50210,functional
37559,non functional
73980,functional
69343,functional
21832,functional
11418,non functional
31152,functional
66865,non functional
31457,non functional
14452,non functional
70394,functional
59123,functional
27746,non functional
12556,functional
19236,functional
28495,functional
46616,functional
9696,functional
50805,functional
36414,non functional
52591,non functional
4228,non functional
6865,functional
27535,functional
4427,functional
18656,non functional
55889,functional
38046,functional
40203,non functional
445,non functional
18392,non functional
34556,functional
64908,non functional
16253,non functional
388,functional
797,functional
30332,functional needs repair
54186,functional
15708,functional
72698,functional
6006,functional
19202,functional
65651,functional
10522,functional
41660,functional
42865,functional
21116,functional
59996,non functional
16899,functional
37926,functional
19281,functional
22185,non functional
49282,functional
6872,functional
34769,functional
45018,non functional
37794,non functional
24188,functional
40463,functional
14000,non functional
26039,non functional
63575,functional
66948,functional
5053,non functional
32193,functional needs repair
63992,functional
11560,functional needs repair
4486,non functional
66327,non functional
36779,functional
32194,non functional
3633,functional
60193,non functional
15938,non functional
39637,functional
33567,functional
28501,functional
55902,functional
74105,non functional
56988,non functional
1903,functional
2913,non functional
52816,functional
331,functional
19195,non functional
20963,non functional
17063,functional
48160,non functional
60487,non functional
49965,non functional
58377,non functional
29392,functional
25114,functional
31455,functional
45861,non functional
29433,functional
49840,functional
48660,functional
27259,non functional
60859,functional
39906,functional
42361,functional
52961,functional
52919,functional
26007,functional
50707,functional
13573,non functional
68822,functional
36806,functional
10608,non functional
10282,non functional
49402,functional needs repair
3218,functional
70507,non functional
66391,non functional
36031,functional
8398,non functional
3470,non functional
34339,functional
70681,functional
43027,functional
5561,functional
28216,non functional
27457,non functional
50291,functional
61712,functional
62464,functional
72263,functional
33154,functional
41421,functional
65533,non functional
45973,functional
6544,functional needs repair
72457,functional
7715,functional
68668,functional
23435,functional
36786,non functional
44864,functional
31583,functional needs repair
70302,non functional
54770,functional
7916,functional needs repair
9980,non functional
56005,functional needs repair
69823,non functional
33227,functional
12678,non functional
73682,functional
71132,functional
64773,non functional
22294,non functional
22047,functional needs repair
45997,functional
36885,non functional
47015,functional
2426,functional needs repair
29581,functional
44141,functional
16917,functional
8768,functional
41464,non functional
52783,non functional
56682,non functional
58816,functional needs repair
27886,functional needs repair
18553,non functional
21334,non functional
33493,functional
65125,functional
71857,functional
68753,non functional
52970,functional
3610,functional
36338,functional
70010,functional
16750,functional needs repair
23784,non functional
43097,functional
609,non functional
23836,functional
36324,functional
65931,functional
22507,functional
21026,non functional
41987,non functional
40036,non functional
26834,non functional
54417,functional
51569,functional
26584,functional
43297,functional
2207,functional
28758,functional needs repair
32869,functional
70218,functional
41200,functional
34718,functional needs repair
59557,functional
5469,functional needs repair
15725,non functional
10950,functional
57427,non functional
32567,non functional
21769,non functional
48618,non functional
16812,non functional
62549,non functional
49002,functional
46458,functional
9512,functional
63600,functional
34316,functional
10907,non functional
11384,non functional
56920,non functional
20547,non functional
23444,functional
55816,functional
33824,functional
54075,functional
52576,functional needs repair
73291,non functional
14211,functional
15144,functional
44685,non functional
27683,functional
35204,functional
42931,non functional
57194,non functional
25619,functional
45001,functional
66307,functional
20593,non functional
54643,functional
27326,functional
4997,functional
3657,non functional
53338,non functional
24743,functional
41649,non functional
33829,non functional
37032,functional
66189,non functional
70119,non functional
47097,functional
32292,non functional
50212,functional needs repair
8573,functional
41484,functional
35394,functional
14324,functional
68859,functional
72597,non functional
58442,non functional
25417,functional
47749,functional
34846,functional
52758,functional needs repair
24875,non functional
69821,functional
35780,functional needs repair
26994,functional
4861,non functional
51860,non functional
26854,functional
73046,functional
20151,functional needs repair
12969,non functional
19652,functional
72880,functional
58602,functional
15390,functional
61396,functional
47680,functional needs repair
33765,functional
1573,functional
2404,functional
47277,functional
23179,functional
22284,functional
14614,non functional
21931,non functional
50967,non functional
51387,functional
4966,functional
30544,functional
68866,functional needs repair
72743,functional
2287,functional
40671,functional
47213,non functional
62259,functional
48260,non functional
39784,functional
55288,non functional
72776,functional
72102,functional
11333,functional
59790,functional
50958,functional
46707,functional
2582,functional
66215,non functional
34439,non functional
24603,functional
6923,functional
73326,functional
35539,functional needs repair
18097,functional
48691,non functional
61500,functional
60879,functional needs repair
53054,functional
11297,functional
3062,functional needs repair
18988,functional
18425,functional
6746,functional
10266,non functional
64301,non functional
6266,functional
22513,functional
55485,functional
24057,non functional
34418,functional
35908,non functional
46239,functional
16186,non functional
52528,non functional
30400,non functional
65356,functional
55989,functional
30370,functional
58198,non functional
69294,functional
54556,non functional
20736,non functional
43151,functional
37965,functional needs repair
34256,non functional
60490,functional
10725,non functional
9197,non functional
69189,functional
36628,functional
41397,functional
14305,functional
10620,non functional
21933,functional
45649,non functional
46830,functional
3959,non functional
63914,functional needs repair
19104,functional
20611,functional
13106,non functional
70784,functional
57638,non functional
18638,non functional
49881,non functional
7488,functional
5318,non functional
52795,functional
46289,non functional
55488,functional
56654,non functional
55453,functional
44787,non functional
38244,functional
60950,functional needs repair
34264,functional
34680,functional needs repair
44163,functional
31490,functional
41732,non functional
42553,non functional
642,non functional
33331,functional
1890,functional
6916,functional
35647,non functional
49378,non functional
31087,functional needs repair
22521,functional
25826,non functional
67168,functional
29758,non functional
58586,functional needs repair
73795,functional
58617,non functional
31994,functional
25251,functional
58229,functional
12982,functional
25427,functional
63187,functional
11130,functional
22112,non functional
55923,functional
2028,functional
71682,non functional
17766,non functional
2144,non functional
23205,non functional
39833,non functional
62884,functional
33572,non functional
32784,functional
34856,functional
41060,functional
19898,non functional
24772,functional needs repair
40216,functional
28684,non functional
14867,functional
36085,non functional
38043,functional
70042,functional
39694,functional
10156,functional
7877,functional
37847,functional
5140,non functional
18818,functional
26092,functional
73743,functional
69372,functional
18399,functional
26416,functional
10384,functional
11984,non functional
29452,functional
20473,functional
68222,functional
3051,non functional
39588,non functional
2283,non functional
65132,functional
67292,functional
36062,non functional
3012,functional
36650,functional
4992,non functional
43681,non functional
16597,non functional
3272,functional needs repair
21534,non functional
5818,functional needs repair
28777,non functional
11005,non functional
13377,non functional
72958,functional needs repair
59513,non functional
29365,functional
65742,non functional
38695,functional
54181,functional
9127,functional
66296,non functional
33263,non functional
4238,non functional
23024,functional
40571,functional
56006,non functional
46428,functional
54876,non functional
19475,functional
46174,functional
47148,non functional
71097,non functional
41569,non functional
1991,functional
39684,non functional
11223,functional
65046,functional
7126,non functional
39726,non functional
69390,functional
35906,non functional
18583,functional
32159,functional
50310,functional
41714,non functional
73872,functional
25529,non functional
23500,functional
6816,functional
27470,functional needs repair
68587,functional
1587,non functional
65432,functional
53061,functional
5905,functional needs repair
21569,functional
51474,functional
6532,non functional
68982,functional
52054,functional needs repair
74011,functional
29403,functional
55695,functional
9254,functional
49579,functional
44587,non functional
62187,functional
68156,functional
40130,functional
53424,non functional
46509,functional needs repair
66922,non functional
23662,functional
72312,functional
10544,functional
25641,non functional
9173,non functional
43341,non functional
8867,functional
14478,non functional
67363,functional
42644,functional
6511,functional
53709,functional
57882,functional
14968,functional
32448,functional
57872,non functional
21248,functional
6066,functional
69244,functional
29398,functional
60886,functional
15568,functional
35338,functional
62151,functional
25983,functional
66668,non functional
11059,functional
42321,functional
39264,functional
36952,functional
31641,non functional
8406,functional
63704,functional
45246,functional
39718,functional
36954,functional
36645,functional
31854,functional
35784,functional
15343,non functional
31619,functional
56913,non functional
51222,non functional
12609,functional
60576,functional
43673,non functional
853,functional
58945,functional
69399,functional
11402,non functional
69889,functional
17207,functional
61260,functional
65409,functional
45399,functional
30206,functional
39025,non functional
64814,functional
686,functional
73016,functional
8177,non functional
11168,functional
53487,non functional
52530,non functional
35714,functional
69997,non functional
33436,functional
66130,functional
67409,non functional
20733,functional needs repair
47138,functional
63789,functional
53954,functional
56457,functional
55035,functional
53812,non functional
24330,functional
42170,non functional
15079,functional
36748,non functional
50799,functional
27672,functional
45154,functional
63965,non functional
6841,functional
29346,non functional
20215,functional needs repair
60031,functional
44352,functional
19451,non functional
51236,non functional
31643,non functional
71217,functional
36332,non functional
38002,functional needs repair
17169,functional
14532,non functional
62254,functional
27974,functional
23844,functional
7570,functional
30308,functional
25876,non functional
12938,functional
6742,functional
29776,non functional
53307,non functional
51647,functional
61125,functional
2440,non functional
55038,non functional
40757,non functional
62426,non functional
52558,functional
715,non functional
46444,non functional
68795,functional
30226,functional
61655,functional needs repair
2388,functional
43268,functional
56031,functional
41803,functional
51148,functional
5471,non functional
69241,functional needs repair
42750,functional needs repair
50029,functional
40850,functional
12831,non functional
1014,non functional
57225,functional
21579,non functional
6341,non functional
56828,functional
39608,functional
53115,non functional
66350,functional
39254,non functional
27319,non functional
65939,non functional
26679,functional
2395,functional
21599,functional
40324,functional
10667,non functional
24404,non functional
2606,functional
52254,functional
64258,functional
27859,functional
22245,functional
60455,non functional
16372,functional needs repair
1035,functional needs repair
65760,functional
35529,non functional
20161,non functional
5998,functional
37909,functional
35619,functional
7763,functional
16421,functional
8712,functional
60608,functional
29745,non functional
73873,functional needs repair
10682,functional
1373,functional
74091,non functional
1087,functional
3307,non functional
28250,functional
68451,functional
55059,functional
36406,functional
42222,functional
40721,non functional
54509,functional
48670,non functional
64749,non functional
17515,functional
50832,functional needs repair
7461,functional
12254,functional
54257,non functional
8376,functional
71938,non functional
23192,non functional
13197,functional
15679,non functional
52585,non functional
17611,non functional
27970,functional
16896,non functional
29068,functional
15904,functional
58099,non functional
70934,non functional
26193,functional
58444,non functional
24433,functional needs repair
65534,non functional
71529,non functional
24761,non functional
54230,functional
12274,functional
30568,non functional
26691,non functional
72618,functional
63235,functional
50266,functional
33923,functional
52869,functional
16687,functional
62771,non functional
47103,functional
51066,functional
28387,functional
10005,functional
36096,non functional
28035,functional
36583,functional
27038,functional
142,functional
9345,functional
6528,functional needs repair
65808,functional
73406,non functional
13834,non functional
46826,functional
28411,functional
22144,non functional
47425,functional
20080,functional
28598,functional
29010,non functional
23188,non functional
38231,functional
9110,non functional
28230,non functional
73550,functional
71651,functional
3365,functional
42819,functional
24243,functional needs repair
51164,functional
16175,non functional
21351,non functional
49410,non functional
61331,functional
1254,functional
50015,functional
17584,non functional
65698,functional
55347,functional
1480,functional needs repair
44246,non functional
47320,functional
72047,functional
70404,non functional
51430,functional needs repair
14634,functional
21965,functional
60865,non functional
32947,non functional
27146,non functional
71992,functional
15924,functional
2265,functional
60080,functional
8124,functional needs repair
9179,functional
1935,functional
19907,non functional
49181,non functional
38106,functional
35287,functional
14568,non functional
69984,functional
63482,functional
38508,non functional
15503,functional
54261,non functional
10000,non functional
32673,functional needs repair
25235,non functional
34908,functional needs repair
46665,functional
5302,non functional
61819,functional
39998,non functional
26290,functional
22789,non functional
13337,non functional
30485,functional
12386,non functional
44470,functional
71898,functional
32731,non functional
61161,functional
65712,functional
37504,non functional
63794,functional
49825,functional
22205,functional
74122,functional
49735,functional
38755,non functional
69381,non functional
14426,functional
70573,functional
55774,non functional
49019,non functional
39725,functional
21855,functional
66385,functional
6362,functional
37921,functional
12085,functional
71206,functional
61969,non functional
3048,functional needs repair
71528,functional
64993,functional
55653,functional
9049,functional
62478,functional
37093,functional
50211,non functional
51932,functional
66863,functional
22314,functional
7194,functional
37339,functional
9712,functional needs repair
12752,non functional
45551,non functional
40176,functional
20327,functional
71374,non functional
42502,functional
56115,functional
59637,functional
51557,non functional
58132,functional
39509,functional
59897,non functional
30941,non functional
11299,non functional
5844,functional
20337,functional
19239,functional
28246,functional needs repair
21001,functional
9405,functional
17225,functional
58319,non functional
19023,functional
44220,functional
64064,functional
67600,non functional
58847,non functional
35037,functional
44618,functional
281,functional
41684,functional
63702,non functional
68049,functional
36162,functional needs repair
69556,non functional
73287,functional
70506,functional
34043,non functional
17193,functional
37058,functional
38938,functional
38543,functional
45597,functional
47068,functional
58087,functional
27171,non functional
20550,non functional
4341,functional
35869,functional
51170,functional
35060,functional
9467,functional
23167,functional
24326,non functional
41474,non functional
34295,functional
70023,functional
60997,non functional
24591,functional
5460,non functional
51213,functional
68117,non functional
24596,functional
23802,non functional
63621,non functional
30790,non functional
5117,non functional
3266,functional
22605,non functional
2160,functional
24563,functional
69704,functional
33295,functional needs repair
8291,functional
72719,non functional
40208,non functional
19906,functional needs repair
60253,non functional
8992,functional
27667,functional
39922,non functional
26998,functional
34739,functional
11956,functional
26587,non functional
34509,functional
55221,functional
13425,functional needs repair
38976,non functional
53114,non functional
66109,functional
70499,non functional
30573,functional
25021,functional
38055,functional
20377,non functional
46637,functional
73172,non functional
54223,functional
36507,non functional
3335,functional
55795,functional
71831,non functional
56476,non functional
51642,functional
48042,functional
21535,non functional
43401,functional
41799,functional needs repair
4271,functional
11425,non functional
28498,functional
41533,functional
19416,functional needs repair
38239,functional
10742,functional
66396,non functional
23850,functional
29427,non functional
16626,non functional
62004,non functional
71150,non functional
3061,functional
55237,non functional
46995,non functional
38091,functional
49855,functional
8872,non functional
20952,non functional
14140,non functional
10048,non functional
20421,functional
61815,non functional
33131,functional
72820,non functional
46512,functional needs repair
64686,functional
56317,functional
60816,functional
54911,functional needs repair
9609,functional
6889,functional
63336,functional
55601,non functional
48554,functional
62022,non functional
16978,functional
32540,non functional
68319,functional
7373,functional
47766,functional needs repair
36763,functional
33539,non functional
14432,functional
58612,functional
23664,non functional
72524,non functional
33608,functional
22846,non functional
35250,functional
24515,non functional
17071,non functional
4621,functional
69679,functional
8216,non functional
66496,functional
40800,functional
14982,functional
42323,functional
60596,non functional
31932,functional
56065,functional
41417,functional
6822,functional needs repair
36523,non functional
57449,functional needs repair
25867,non functional
39571,non functional
56757,non functional
72268,non functional
5541,functional
29226,functional
42643,non functional
64592,functional
51283,functional
25617,non functional
25967,non functional
72446,functional
10529,non functional
64044,functional
32811,functional
2563,functional
18337,functional
58036,functional
67576,functional
26279,functional
4414,functional
36190,functional
72851,functional
37372,functional
3440,non functional
5333,functional
2235,functional
31546,functional
3822,functional
73007,functional
34810,functional
22743,non functional
4452,functional
19826,functional
48980,functional
43247,functional
21490,non functional
61614,functional
11770,non functional
57213,functional
17356,non functional
28191,functional
26553,non functional
28797,functional
33568,non functional
55714,functional
30756,functional
17496,non functional
70720,functional
43793,functional
16328,functional
53132,non functional
9162,non functional
38678,functional
20888,non functional
49873,non functional
9676,functional
21840,functional
10657,functional
25007,functional
43452,non functional
38638,functional needs repair
10162,functional
5701,non functional
59551,functional
31113,non functional
1267,functional
45622,functional
50682,functional
37952,functional
68235,functional
40349,functional needs repair
66240,functional
62492,non functional
44030,non functional
2972,non functional
43463,functional
31922,non functional
12454,functional
39600,functional
6851,functional
43698,non functional
53082,functional
8914,non functional
33865,functional
723,functional
27094,functional
13940,non functional
23263,functional
3544,functional
5096,non functional
44314,functional needs repair
34750,functional
47935,non functional
62392,non functional
61192,functional
57400,functional
23213,non functional
55639,non functional
46827,functional
24058,functional
25678,functional
8468,non functional
50543,functional
3002,non functional
19436,non functional
52742,functional
10966,functional
31826,functional
39892,non functional
18141,functional
17300,functional
14111,functional
3235,non functional
39744,functional
72489,functional
24500,functional
55579,functional
47994,functional
17697,functional
25356,functional
26873,functional
62098,functional
37088,non functional
62931,functional
16986,functional
12919,non functional
38352,functional
33998,functional
16956,functional
1050,non functional
24819,non functional
33289,functional
64831,functional needs repair
59533,functional
6723,functional
73322,functional
49905,functional
66225,non functional
42185,functional
70932,functional
73134,non functional
13256,functional
49758,functional
10655,functional
35881,functional
62886,non functional
52624,non functional
9083,non functional
58241,functional
37725,non functional
47924,non functional
26234,non functional
31629,non functional
60661,functional needs repair
61064,non functional
49413,functional
54995,functional
61498,functional
3751,non functional
27818,functional
25412,functional needs repair
48686,functional
2400,functional needs repair
55397,non functional
68594,functional
40312,non functional
69186,functional
71034,functional
25499,functional
36556,functional
46942,functional
72455,functional
26822,functional
38465,functional
32580,functional
16373,functional
12840,functional
34962,functional
24588,non functional
13581,non functional
29275,non functional
29512,functional
20912,functional
28043,functional
8595,functional
36025,functional
44754,functional
10002,non functional
1855,functional
43305,non functional
8529,functional
43437,functional needs repair
14029,non functional
19887,functional needs repair
65832,non functional
35095,functional
39975,functional
69341,functional
64057,non functional
54652,functional
17891,functional
12382,non functional
52740,functional needs repair
1406,functional needs repair
49018,non functional
29219,functional
31920,non functional
53422,functional
32899,functional
42628,non functional
16144,functional
50454,functional
1850,non functional
48143,functional
41065,non functional
46319,functional
29774,non functional
26927,functional
11024,non functional
23335,non functional
2290,non functional
54395,non functional
14647,non functional
56292,functional
63216,functional
36923,non functional
60356,non functional
28388,functional
14393,non functional
53698,non functional
58338,functional needs repair
69569,functional
13352,non functional
3143,non functional
4015,functional
21964,functional
12875,functional
16219,non functional
21625,non functional
19578,non functional
62031,functional
21567,non functional
1698,non functional
40879,non functional
6650,non functional
52070,non functional
1474,functional
30051,functional
38735,functional
10245,functional
28688,functional
62302,functional
24860,non functional
525,functional
18411,non functional
65088,functional
61648,functional
6828,functional
47007,non functional
33929,functional
56903,functional
45925,non functional
49520,non functional
60729,functional
64569,functional
41301,functional
36339,non functional
2109,functional
27241,functional
28612,non functional
35397,non functional
2033,non functional
69147,functional
12851,functional
69842,functional
9541,functional
17969,functional
58804,functional
18807,non functional
59103,functional
14221,non functional
747,functional
29048,functional
10292,non functional
35383,non functional
51743,functional
16030,functional
38243,functional
66276,functional
43374,non functional
3548,functional
72883,non functional
36001,functional
73599,non functional
6297,functional
72886,non functional
47050,functional
3667,functional
25804,non functional
69724,functional
36712,functional
26952,non functional
42805,non functional
49870,functional
13393,non functional
60761,non functional
2111,functional
30048,non functional
45794,functional
18485,non functional
35357,functional
52263,non functional
74210,functional needs repair
2228,non functional
27255,non functional
400,non functional
29941,functional
58992,functional
27843,non functional
70564,functional
67212,functional
4159,non functional
27594,functional
23558,non functional
45037,functional
71502,non functional
4931,functional
42132,functional needs repair
12389,functional
31695,functional needs repair
28806,functional
33722,functional
46134,non functional
59470,functional
71066,functional
51784,functional
56688,non functional
63072,functional needs repair
31908,functional
55666,functional needs repair
70471,functional
2686,functional
41545,functional
3013,functional
30866,functional
11107,functional
24554,functional needs repair
21538,non functional
51580,functional
60970,functional
67942,non functional
31691,non functional
61532,functional
48659,functional
63190,functional
35510,functional
7697,non functional
70916,functional
41656,functional needs repair
46875,non functional
62981,non functional
38687,non functional
34081,non functional
20831,functional
60921,functional
8492,functional needs repair
17856,functional
26431,functional needs repair
53047,non functional
61128,functional
64650,functional
14680,functional
23582,non functional
16299,non functional
55137,non functional
69540,non functional
59515,non functional
31223,functional
29293,functional
9586,non functional
11525,functional
36081,functional needs repair
20670,functional
4059,non functional
66313,functional
59240,functional
8763,functional
39033,functional
62459,functional needs repair
13462,functional
68855,functional
43238,non functional
11678,functional
42974,functional
23496,functional
39323,functional
67714,functional
68604,functional
62403,non functional
68444,non functional
72879,non functional
68673,functional
64074,functional
28170,non functional
41374,functional
41399,non functional
38182,functional
16617,functional
42830,functional needs repair
43412,functional
15154,non functional
71642,functional
10374,non functional
67252,non functional
67452,non functional
14573,functional
3405,non functional
31992,functional
61233,functional
50102,non functional
30654,functional
64706,functional
41778,non functional
44065,functional
26615,non functional
71457,non functional
29098,functional
41059,non functional
73693,non functional
51194,functional
17290,functional
72887,functional
27057,functional
6374,functional
37234,functional
30104,non functional
38127,functional
24180,non functional
55944,functional
34901,functional
51274,functional
32889,functional
48333,non functional
25855,functional
26117,functional
59329,functional
38733,functional
53783,functional needs repair
25487,non functional
22778,functional needs repair
41108,functional
8095,non functional
20576,functional
28107,non functional
62967,non functional
16070,functional
27086,functional needs repair
19634,functional needs repair
17325,functional needs repair
50138,non functional
23760,functional
51696,functional
30408,non functional
50550,functional
2839,non functional
43674,functional needs repair
56845,functional
69514,functional
27219,functional
22561,functional
18889,functional
5408,functional
10122,non functional
63983,functional
14803,functional
36664,functional needs repair
51909,functional
59036,functional
23100,functional
15200,non functional
864,functional
32369,functional
45787,functional
36127,functional
70789,functional
70024,functional
16010,non functional
39369,non functional
49344,non functional
40420,non functional
21051,functional
55593,non functional
65596,functional
59442,functional
44533,non functional
33471,functional
43593,functional
44466,functional
11211,functional
66626,non functional
17713,functional
47764,functional
56806,functional needs repair
38749,non functional
828,non functional
24217,non functional
4781,functional
70692,non functional
69900,non functional
3559,non functional
22040,non functional
16758,non functional
14240,functional
65036,functional
16695,functional
57952,non functional
51372,non functional
38506,functional
31220,non functional
8856,non functional
63244,functional
38869,functional
2390,functional
12575,functional
19313,non functional
71716,functional needs repair
32296,non functional
51079,functional
29033,non functional
16004,non functional
47360,functional
49987,non functional
1436,functional needs repair
9904,functional
31324,functional
3969,functional
40953,functional needs repair
53595,functional
60939,functional
69412,non functional
5729,functional
23086,non functional
56712,functional
15028,functional
11313,non functional
10937,non functional
23286,non functional
42581,functional
55720,non functional
66507,functional
10283,functional
64171,functional
16730,non functional
5933,non functional
44930,functional
63499,functional needs repair
57457,functional
49570,functional
23576,functional
27939,functional
74107,non functional
10495,non functional
30157,non functional
19659,functional
22577,functional
62288,non functional
39563,functional needs repair
58667,functional
60036,functional
64930,non functional
58232,non functional
60516,non functional
49338,non functional
36601,non functional
61035,functional
7686,non functional
41125,non functional
12862,functional
42370,non functional
61854,functional
16246,functional
30629,functional
59364,functional
63520,non functional
25603,non functional
59955,functional
26846,non functional
34801,functional needs repair
1982,non functional
55067,functional
37195,non functional
72515,non functional
55996,functional
10985,functional
25813,non functional
73607,non functional
16770,functional
61993,non functional
17555,non functional
67030,non functional
6054,functional
310,non functional
5025,functional needs repair
25954,non functional
53499,non functional
65785,functional
51426,non functional
25057,functional
3924,functional
72285,functional
51827,functional needs repair
24137,functional needs repair
35831,functional
58615,functional
48329,functional
72463,functional
4002,non functional
42884,functional
40969,functional
49081,non functional
43377,non functional
1631,non functional
15215,functional needs repair
55242,functional
56251,non functional
35126,non functional
34606,functional
19664,functional needs repair
42916,functional
73171,functional
52212,functional
64671,functional
15323,non functional
41448,non functional
58355,non functional
72700,non functional
2504,functional
24684,non functional
72384,non functional
6531,functional
41827,functional
36004,functional
1864,functional
11656,functional
63762,functional
61475,functional
18819,functional
43029,non functional
35788,non functional
49906,functional
5805,non functional
50070,functional
48196,non functional
18238,functional
7947,functional
34287,functional
50918,functional
17199,non functional
49712,functional
10052,functional
53327,non functional
9220,functional
7035,non functional
18033,non functional
50558,functional needs repair
11616,functional needs repair
29976,functional
40965,non functional
4986,non functional
40332,non functional
25045,functional
23869,non functional
11636,functional
494,functional needs repair
64530,functional
64442,functional
11027,non functional
22423,functional
3920,functional
14706,non functional
15347,non functional
30468,functional
5110,functional
36071,functional needs repair
52199,functional
42837,functional
9796,functional needs repair
54413,non functional
45179,functional
9928,non functional
22255,non functional
31328,functional
2695,functional
919,functional
62948,non functional
5907,functional
56692,functional
33769,non functional
10607,non functional
33798,non functional
68518,non functional
65986,functional
65966,non functional
36970,functional
42496,functional
70747,functional
57976,functional
11509,non functional
57689,non functional
45580,non functional
41764,functional
1877,non functional
55384,functional
19053,non functional
5172,functional
24553,functional
45178,non functional
11618,non functional
64326,functional
73412,functional
63313,non functional
38854,functional
13571,functional
48095,non functional
58972,non functional
58511,non functional
27752,non functional
49716,functional
49494,functional needs repair
70987,non functional
48358,functional
3180,non functional
67652,non functional
12966,functional
20030,functional
25116,non functional
68067,functional
22647,non functional
66474,non functional
22321,non functional
27599,non functional
72819,functional
63345,functional
12385,functional
60265,functional
57265,functional
51166,functional
7014,non functional
2697,non functional
12113,functional
54233,functional
62722,functional needs repair
68532,non functional
42968,non functional
67757,functional needs repair
67052,functional
5627,functional
26972,functional needs repair
41510,functional
67850,non functional
46292,functional
67606,functional
12191,functional
15914,non functional
49377,non functional
14570,non functional
63316,functional
5115,functional
49006,functional
73390,functional
23158,functional
25769,non functional
70140,non functional
43022,functional
4731,functional
12652,non functional
21359,functional
19455,non functional
54901,functional
36584,functional needs repair
51080,non functional
21346,functional
9500,non functional
35929,non functional
21612,functional
22893,functional
57044,non functional
45339,functional
56126,functional needs repair
3717,functional
26867,functional needs repair
50012,functional
25638,functional
53435,non functional
62109,functional
30163,non functional
20688,non functional
67231,non functional
5700,non functional
28095,functional
61279,non functional
25134,functional
53367,non functional
25753,functional
48173,non functional
38328,non functional
31618,functional needs repair
73376,non functional
32915,functional
51904,non functional
51819,non functional
17252,non functional
1181,functional
48962,functional
41466,non functional
9060,functional
19981,functional
19553,functional
50433,non functional
33894,functional
11625,non functional
26167,non functional
72168,functional
51122,non functional
11627,non functional
30445,functional
15270,non functional
63829,functional
22984,functional
72821,functional needs repair
34282,non functional
30155,non functional
17986,functional needs repair
4186,functional
10822,functional
55776,functional
12662,functional
10594,functional
16451,non functional
55175,non functional
70951,non functional
45299,non functional
39973,non functional
43062,functional
27020,functional
25653,non functional
55204,functional
21291,non functional
4793,functional
64139,non functional
2946,functional
40551,functional
73495,non functional
52789,non functional
1637,non functional
23220,functional
63543,functional
40081,functional
57629,functional
8707,functional
30554,functional
1130,functional
39191,non functional
65958,functional
67198,functional
58490,functional needs repair
57846,functional
61571,functional
70315,non functional
65700,non functional
21760,functional
34191,non functional
30991,functional
55950,non functional
28983,functional needs repair
27798,non functional
16444,functional
60138,non functional
59954,functional
10153,non functional
31215,functional
72531,functional needs repair
34249,functional needs repair
40866,functional
16922,functional
57375,functional
2340,non functional
9792,non functional
47091,functional
19568,functional
51321,functional
37384,non functional
45550,functional needs repair
72627,functional
25380,non functional
66770,non functional
20962,functional
64025,functional
5598,functional
1561,functional needs repair
49709,non functional
12278,non functional
31614,functional
51112,functional
46296,non functional
5065,non functional
13769,functional
8390,functional
16177,functional
26788,non functional
10707,functional
58135,functional
4823,functional
36672,functional
20642,functional
13944,functional
29327,functional
21517,functional
28635,functional
70589,non functional
37211,non functional
3947,non functional
54856,non functional
32686,functional
32155,non functional
41373,non functional
22341,non functional
9285,non functional
41567,non functional
57486,non functional
24704,non functional
34225,functional needs repair
4077,functional
49517,non functional
30635,non functional
7930,non functional
487,functional
68022,functional
34806,functional
63662,functional
53369,functional
6109,non functional
10746,non functional
65030,functional
28759,functional
46968,functional
37142,functional
27650,functional
45707,functional
5575,functional
69588,functional
58888,non functional
37629,functional
23124,functional
45979,functional
64453,functional
59163,non functional
55400,functional
42230,non functional
2958,functional
14501,functional
38838,functional needs repair
43106,non functional
63541,non functional
18189,functional
214,non functional
56167,functional
67447,functional
31452,non functional
16095,functional
8219,functional
18008,non functional
41281,functional
36610,non functional
47831,functional
31075,functional
20742,functional
9014,functional
31225,functional
67068,functional
28969,non functional
50549,non functional
275,non functional
5239,functional
43997,non functional
23186,functional
63142,functional
44458,functional needs repair
46523,non functional
65425,functional
10186,functional needs repair
59464,non functional
19966,non functional
51116,functional
37747,functional
36442,non functional
14609,non functional
